id,title,titlePinyin,titleEnglish,notBefore,notAfter,dzt_date
KR6s0029,菩薩藏修道眾經抄卷第十二,"Púsà zàng xiūdào zhòngjīng chāo, juàn dìshíèr","Excerpts from Various Sutras on Cultivating the Way of the Bodhisattva-Piṭaka, Juan 12 [only]",600,1000,
KR6s0030,諸經要略文,Zhūjīng yàoluè wén,Essential Abridged Texts from the Various Sutras,600,1000,
KR6s0031,大乘要語,Dàshèng yào yǔ,Essential Sayings of the Mahāyāna,600,1000,
KR6s0032,真言要決卷第一．第三,"Zhēnyán yào jué, juàn dìyī, dìsān","Essential Decisions on the True Word [Mantra Tradition], Juan 1 and 3 [only]",700,1000,
KR6s0033,大佛略懺,Dàfó luè chàn,Brief Penitential Ritual to the Great Buddha,600,1000,
KR6s0034,印沙佛文,Yìnshā fó wén,Text for the Imprinting of Buddha-Images in Sand,800,1000,
KR6s0035,大悲啟請,Dàbēi qǐqǐng,Invocation of the Great Compassion [Avalokiteśvara],700,1000,
KR6s0036,文殊師利菩薩無相十禮,Wénshūshīlì púsà wúxiàng shílǐ,The Ten Markless Worship-Salutations to Mañjuśrī Bodhisattva,700,1000,
KR6s0037,押座文類,Yāzuò wén lèi,"A Collection of ""Yā-zuò"" Texts",700,1000,
KR6s0038,祈願文,Qíyuàn wén,Petition-and-Vow Text,800,1000,
KR6s0039,祈願文,Qíyuàn wén,Petition-and-Vow Text,800,1000,
KR6s0040,迴向文,Huíxiàng wén,Merit-Dedication Text,800,1000,
KR6s0041,大乘四齋日,Dàshèng sìzhāirì,The Four Mahāyāna Fasting-Days,600,1000,
KR6s0042,地藏菩薩十齋日,Dìzàng púsà shízhāirì,The Ten Fasting-Days of Kṣitigarbha Bodhisattva,700,1000,
KR6s0043,和菩薩戒文,Hé púsà jiè wén,A Chant-Text Reciting the Bodhisattva-Precepts,700,1000,
KR6s0044,入布薩堂說偈文等,Rù bùsà táng shuō jì wén děng,"Verse for Entering the Upoṣadha Hall, and Other Texts",600,1000,
KR6s0045,布薩文等,Bùsà wén děng,Upoṣadha Text and Others,600,1000,
KR6s0046,禮懺文,Lǐchàn wén,Worship-and-Confession Text,600,1000,
KR6s0047,禮懺文,Lǐchàn wén,Worship-and-Confession Text,600,1000,
KR6s0048,禮懺文,Lǐchàn wén,Worship-and-Confession Text,600,1000,
KR6s0049,索法號義辯諷誦文,Suǒfǎhào yìbiàn fěngsòng wén,Recitation-Text on Discriminating the Meaning of Dharma-Names -- Suǒ Family Edition,800,1000,
KR6s0050,大目乾連冥間救母變文并圖,Dà Mùjiānlián míngjiān jiùmǔ biànwén bìng tú,"The Transformation Text on the Great Maudgalyāyana Rescuing His Mother from the Underworld, with Illustrations",800,1000,
KR6s0051,惠遠外傳,Huìyuǎn wàizhuàn,An Outer Tradition of Huì-yuǎn,800,1000,
KR6s0052,府君存惠傳,Fǔjūn Cúnhuì zhuàn,The Biography of Prefect Cún-huì,800,1000,
KR6s0053,泉州千佛新著諸祖師頌,Quánzhōu qiānfó xīnzhù zhū zǔshī sòng,Newly Composed Encomiastic Verses on the Various Patriarchs at the Thousand-Buddha [Temple] of Quánzhōu,900,1000,
KR6s0054,大蕃沙洲釋門教法和尚洪辯修功德記,Dàfān Shāzhōu shìmén jiàofǎ Héshàng Hóngbiàn xiū gōngdé jì,"Record of the Merit-Cultivation of Hé-shàng Hóng-biàn, Shì-mén Jiào-fǎ Master of Tibetan-Sha-zhōu",850,869,
KR6s0055,王梵志詩集,Wáng Fánzhì shī jí,The Collected Poems of Wáng Fán-zhì,600,1000,
KR6s0056,進旨,Jìnzhǐ,Presented Imperial Edict,800,1000,
KR6s0057,御製蓮華心輪迴文偈頌,Yùzhì liánhuá xīnlún huíwén jìsòng,Imperially Composed -- Verse-Encomia in Palindrome-Style on the Lotus-Heart-Wheel,980,997,
KR6s0058,御製秘藏詮,Yùzhì mìzàng quán,Imperially Composed -- Discourse on the Secret Canon,980,997,
KR6s0059,御製逍遙詠,Yùzhì xiāoyáo yǒng,Imperially Composed -- Encomiastic Verses on Free-Roaming,980,997,
KR6s0060,御製緣識,Yùzhì yuánshí,Imperially Composed -- On Causes and Consciousness,980,997,
KR6s0061,御製佛賦,Yùzhì fó fù,Imperially Composed -- A Buddha-Rhapsody,980,997,
KR6s0062,御製詮源歌,Yùzhì quányuán gē,Imperially Composed -- A Song on Discoursing the Source,980,997,
KR6s0063,大明太宗文皇帝御製序讚文,Dà Míng Tàizōng Wénhuángdì yùzhì xùzàn wén,Great Míng Tài-zōng Wén-huáng-dì's Imperially Composed Prefaces and Encomia,1402,1424,
KR6s0064,諸佛世尊如來菩薩尊者神僧名經,Zhū fó shìzūn rúlái púsà zūnzhě shénsēng míng jīng,"The Sūtra of the Names of the Various Buddhas, World-Honored Tathāgatas, Bodhisattvas, Honored Ones, and Spirit-Monks",1402,1424,
KR6s0065,諸佛世尊如來菩薩尊者名稱歌曲,Zhū fó shìzūn rúlái púsà zūnzhě míngchēng gēqū,"Songs and Tunes for the Names and Titles of the Various Buddhas, World-Honored Tathāgatas, Bodhisattvas, and Honored Ones",1402,1424,
KR6s0066,大明太宗文皇帝御製文殊讚,Dà Míng Tàizōng Wénhuángdì yùzhì Wénshū zàn,Great Míng Tài-zōng Wén-huáng-dì's Imperially Composed Encomium to Mañjuśrī,1402,1424,
KR6s0067,御製釋迦牟尼佛讚,Yùzhì Shìjiā Móuní fó zàn,Imperially Composed -- Encomium to Śākyamuni Buddha,1402,1424,
KR6s0068,御製揀魔辨異錄,Yùzhì jiǎnmó biànyì lù,Imperially Composed -- A Record on Selecting the Demonic and Discriminating the Heretical,1733,1735,
KR6s0069,御選語錄,Yùxuǎn yǔlù,Imperially Selected Recorded Sayings,1733,1733,
KR6s0070,御錄宗鏡大綱,Yùlù Zōngjìng dàgāng,Imperially Edited Abridgment of the Zōng-jìng-lù,1730,1735,
KR6s0071,御錄經海一滴,Yùlù jīnghǎi yī dī,Imperially Edited -- A Single Drop from the Sūtra-Sea,1730,1735,
KR6s0072,金七十論,Jīn qīshí lùn,,557,569,565
KR6s0073,勝宗十句義論,Shèngzōng shí jùyì lùn,,645,664,
KR6s0074,老子化胡經,Lǎozǐ huàhú jīng,The Sūtra of Lǎo-zǐ Converting the Barbarians,280,1000,
KR6s0075,莊子內篇註,Zhuāngzǐ nèipiān zhù,Commentary on the Inner Chapters of the Zhuāng-zǐ,1593,1623,
KR6s0076,高上玉皇本行集經髓,Gāoshàng Yùhuáng běnxíng jí jīng suǐ,The Marrow [Essential Extract] of the Sūtra of the Original Conduct of the Most-High Jade Emperor,1000,1500,
KR6s0077,無上玉皇心印經,Wúshàng Yùhuáng xīnyìn jīng,The Sūtra of the Mind-Seal of the Unsurpassed Jade Emperor,1000,1500,
KR6s0078,摩尼教下部讚,Móníjiào xiàbù zàn,,700,1000,
KR6s0079,摩尼光佛教法儀略,Móní guāngfó jiàofǎ yí luè,"A Compendium of the Doctrines and Styles of Mānī, the Buddha of Light",731,731,
KR6s0080,波斯教殘經,Bōsījiào cánjīng,Fragmentary Sūtra of the Persian Religion,700,1000,
KR6s0081,序聽迷詩所經,Xùtīng Míshīsuǒ jīng,The Sūtra of Jesus the Messiah,635,800,
KR6s0082,景教三威蒙度讚,Jǐngjiào sānwēi méngdù zàn,,635,800,
KR6s0083,大秦景教流行中國碑頌,DàQín jǐngjiào liúxíng zhōngguó bēisòng,,781,781,
KR6s0084,出三藏記集,Chū sānzàng jì jí,A Collection of Records Concerning the Production of the Tripiṭaka,510,518,512; 515; 516; 522
KR6s0085,眾經目錄,Zhòngjīng mùlù,The Catalog of the Various Sutras,594,594,594
KR6s0086,眾經目錄,Zhòngjīng mùlù,,602,602,602
KR6s0087,眾經目錄,Zhòngjīng mùlù,,663,666,660
KR6s0088,大唐內典錄,DàTáng nèidiǎn lù,The Catalog of the Inner Canon of the Great Táng,664,664,
KR6s0089,續大唐內典錄,Xù DàTáng nèidiǎn lù,A Continuation of the Catalog of the Inner Canon of the Great Táng,664,667,
KR6s0090,古今譯經圖紀,Gǔjīn yìjīng tú jì,A Pictorial Record of Sūtra-Translators Past and Present,645,664,
KR6s0091,續古今譯經圖紀,Xù gǔjīn yìjīng tú jì,A Continuation of the Pictorial Record of Sūtra-Translators Past and Present,730,730,
KR6s0092,大周刊定眾經目錄,DàZhōu kāndìng zhòngjīng mùlù,The Great Zhōu Catalog of the Various Sutras as Authoritatively Established,695,695,
KR6s0093,開元釋教錄,Kāiyuán shìjiào lù,,730,730,730
KR6s0094,開元釋教錄略出,Kāiyuán shìjiào lù luèchū,The Abridged Extract of the Kāi-yuán Catalog of Buddhist Teaching,730,730,
KR6s0095,大唐開元釋教廣品歷章(第3卷-第20卷),DàTáng Kāiyuán shìjiào guǎngpǐn lìzhāng (juan 3 – juan 20),The Great Tang Kāi-yuán Catalog of Buddhist Teaching's Broad-Section Sequential Chapters (juan 3 – juan 20 only),730,770,
KR6s0096,大唐貞元續開元釋教錄,DàTáng Zhēnyuán xù Kāiyuán shìjiào lù,The Great Tang Zhēn-yuán Continuation of the Kāi-yuán Catalog of Buddhist Teaching,794,794,
KR6s0097,貞元新定釋教目錄,Zhēnyuán xīndìng shìjiào mùlù,The Newly Established Catalog of Buddhist Teaching of the Zhēn-yuán Era,800,800,
KR6s0098,續貞元釋教錄,Xù Zhēnyuán shìjiào lù,A Continuation of the Zhēn-yuán Catalog of Buddhist Teaching,945,945,
KR6s0099,天聖釋教總錄,Tiānshèng shìjiào zǒnglù,The Tiān-shèng Era General Catalog of Buddhist Teaching,1023,1031,
KR6s0100,大中祥符法寶錄(第3卷-第20卷),Dàzhōng xiángfú fǎbǎo lù (juan 3 – juan 20),The Dà-zhōng-xiáng-fú-Era Catalog of Dharma-Treasures (juan 3 – juan 20 only),1011,1013,
KR6s0101,景祐新修法寶錄,Jǐngyòu xīnxiū fǎbǎo lù,The Newly Revised Catalog of Dharma-Treasures of the Jǐng-yòu Era,1034,1037,
KR6s0102,大藏聖教法寶標目,Dàzàng shèngjiào fǎbǎo biāomù,The Headed Catalog of Dharma-Treasures of the Sage-Teaching Great Canon,1230,1290,
KR6s0103,大明重刊三藏聖教目錄,Dà Míng chóngkān sānzàng shèngjiào mùlù,The Great Míng Recutting Catalog of the Sacred Tripiṭaka,1573,1620,
KR6s0104,閱藏知津,Yuèzàng zhījīn,Knowing the Ferry-Crossings for Reading the Canon,1654,1654,
KR6s0105,傳教大師將來台州錄,Chuánjiào dàshī jiānglái Tāizhōu lù,The Catalog of [Texts] Brought Back from Tāi-zhōu by the Great Master of Transmission of the Teaching,805,805,
KR6s0106,傳教大師將來越州錄,Chuánjiào dàshī jiānglái Yuèzhōu lù,The Catalog of [Texts] Brought Back from Yuè-zhōu by the Great Master of Transmission of the Teaching,805,805,
KR6s0107,御請來目錄,Yù qǐnglái mùlù,,806,806,
KR6s0108,根本大和尚真跡策子等目錄,Gēnběn dàhéshàng zhēnjì cèzǐ děng mùlù,A Catalog of the Authentic-Trace Notebooks etc. of the Foundational Great Master,805,822,
KR6s0109,常曉錄,Chángxiǎo lù,The Catalog of Jōgyō,839,839,
KR6s0110,圓行錄,Yuánxíng lù,The Catalog of Engyō,839,839,
KR6s0111,日本國承和五年入唐求法目錄,Rìběnguó Chénghé wǔnián rùTáng qiúfǎ mùlù,"The Catalog of Tang-Pilgrimage Dharma-Seeking, Japanese Country, Chéng-hé Year 5",839,839,
KR6s0112,慈覺大師在唐送進錄,Cíjué dàshī zàiTáng sòngjìn lù,The Catalog Sent and Presented by the Great Master Jikaku [Ennin] While Still in Tang,840,845,
KR6s0113,入唐新求聖教目錄,RùTáng xīnqiú shèngjiào mùlù,The Catalog of Newly-Sought Sage-Teaching from Tang,847,847,
KR6s0114,惠運禪師將來教法目錄,Huìyùn chánshī jiānglái jiàofǎ mùlù,The Catalog of Teaching-Dharma Brought Back by the Chán Master Huì-yùn,847,847,
KR6s0115,惠運律師書目錄,Huìyùn lǜshī shū mùlù,The Book Catalog of the Vinaya Master Huì-yùn,847,847,
KR6s0116,開元寺求得經疏記等目錄,Kāiyuánsì qiúdé jīngshū jì děng mùlù,The Catalog of Sutras-Commentaries-Records-etc. Obtained at Kāi-yuán-sì,858,858,
KR6s0117,福州溫州台州求得經律論疏記外書等目錄,Fúzhōu Wēnzhōu Tāizhōu qiúdé jīnglǜlùn shūjì wàishū děng mùlù,"The Catalog of Sutras-Vinaya-Treatises-Commentaries-Records-and-Outer-Books Obtained at Fú-zhōu, Wēn-zhōu, and Tāi-zhōu",858,858,
KR6s0118,青龍寺求法目錄,Qīnglóngsì qiúfǎ mùlù,The Catalog of Dharma-Seeking at Qīng-lóng-sì,858,858,
KR6s0119,日本比丘圓珍入唐求法目錄,Rìběn bǐqiū Yuánzhēn rùTáng qiúfǎ mùlù,The Catalog of Tang-Pilgrimage Dharma-Seeking by the Japanese Bhikkhu Enchin,858,858,
KR6s0120,智證大師請來目錄,Zhìzhèng dàshī qǐnglái mùlù,The Importation Catalog of the Great Master Chishō,858,858,
KR6s0121,新書寫請來法門等目錄,Xīn shūxiě qǐnglái fǎmén děng mùlù,The Catalog of Newly-Copied Imported Dharma-Gates,865,865,
KR6s0122,禪林寺宗叡僧正目錄,Chánlínsì Zōngruì sēngzhèng mùlù,The Catalog of Sēng-zhèng Shūei of Chán-lín-sì,865,865,
KR6s0123,錄外經等目錄,Lùwài jīng děng mùlù,The Catalog of Sutras-Outside-the-Catalog,800,1000,
KR6s0124,諸阿闍梨真言密教部類總錄,Zhū āshélí zhēnyán mìjiào bùlèi zǒnglù,The General Catalog of the Mantra Esoteric Teaching Sections by Various Ācāryas,885,902,
KR6s0125,華嚴宗章疏并因明錄,Huāyán zōng zhāngshū bìng yīnmíng lù,The Catalog of the Huá-yán School's Chapters-and-Commentaries with Logic,950,1100,
KR6s0126,天台宗章疏,Tiāntāi zōng zhāngshū,The Tiāntái School's Chapters and Commentaries,950,1100,
KR6s0127,三論宗章疏,Sānlùn zōng zhāngshū,The Sān-lùn School's Chapters and Commentaries,950,1100,
KR6s0128,法相宗章疏,Fǎxiàng zōng zhāngshū,The Fǎ-xiàng (Yogācāra) School's Chapters and Commentaries,950,1100,
KR6s0129,注進法相宗章疏,Zhùjìn Fǎxiàng zōng zhāngshū,The Annotated-and-Presented Fǎ-xiàng (Yogācāra) School's Chapters and Commentaries,1100,1200,
KR6s0130,律宗章疏,Lǜ zōng zhāngshū,The Vinaya School's Chapters and Commentaries,950,1100,
KR6s0131,東域傳燈目錄,Dōngyù chuándēng mùlù,The Catalog of the Eastern Realm's Lamp-Transmission,1094,1094,
KR6s0132,新編諸宗教藏總錄,Xīnbiān zhūzōng jiàozàng zǒnglù,The Newly Compiled General Catalog of the Various Schools' Teaching-Treasury,1090,1090,
KR6s0133,高麗國新雕大藏校正別錄,Gāolìguó xīndiāo dàzàng jiàozhèng biélù,The Goryeo Country's Newly-Cut Great Canon Critical-Collation Supplement Catalog,1236,1248,
KR6s0134,王梵志詩校注,Wáng Fánzhì shī jiàozhù,"Wáng Fán-zhì's Poems, Critically Annotated",600,1000,
KR6t,,,,,,
KR6t0001,三論名教抄,Sānlùn míngjiào chāo,Sanron Doctrinal-Nomenclature Compendium,1110,1152,
KR6t0002,三論興緣,Sānlùn xīngyuán,Origins of the Sanron School,1230,1276,
KR6t0003,三論宗濫觴,Sānlùnzōng lànshāng,The Headwaters of the Sanron School,1100,1300,
KR6t0004,三論宗初心初學鈔,Sānlùnzōng chūxīn chūxué chāo,Beginner's Manual for the Sanron School,1620,1685,
KR6t0005,大乘法相研神章,Dàchéng fǎxiāng yánshén zhāng,Mahāyāna Hossō Treatise on the Investigation of the Numinous,830,830,
KR6t0006,法相燈明記,Fǎxiāng dēngmíng jì,Records of the Lamp-Brightness of the Hossō [School],815,815,
KR6t0007,心要鈔,Xīnyào chāo,Essentials of the Mind,1180,1213,
KR6t0008,觀心覺夢鈔,Guānxīn juémèng chāo,Mind-Contemplation and Awakening-from-Dreams Compendium,1230,1252,
KR6t0009,眞心要決,Zhēnxīn yàojué,The Essential Determination on the True Mind,1230,1252,
KR6t0010,二卷鈔,Èrjuàn chāo,The Two-Fascicle Manual,1230,1252,
KR6t0011,略述法相義,Lüèshù fǎxiāng yì,A Brief Exposition of Hossō Doctrine,1650,1686,
KR6t0012,大乘一切法相玄論,Dàchéng yīqiè fǎxiāng xuánlùn,The Mysterious Treatise on All the Phenomenal Categories of the Mahāyāna,1750,1791,
KR6t0013,法苑義鏡,Fǎyuàn yìjìng,Doctrinal Mirror of the Dharma-Grove,770,797,
KR6t0014,五心義略記,Wǔxīn yì lüèjì,A Brief Record of the Doctrine of the Five Mental States,970,999,
KR6t0015,唯識義私記,Wéishí yì sījì,Private Records on the Doctrine of Consciousness-Only,970,1004,
KR6t0016,法相宗賢聖義略問答卷第四,Hossōshū xiánshèng yì lüè wèndá juàn dìsì,"Brief Questions and Answers on the Hossō School's Doctrine of the Worthies and Sages, Fourth Fascicle",960,976,
KR6t0017,唯識分量決,Wéishí fēnliàng jué,Determinations on the Divisions and Pramāṇas of the Vijñaptimātra,760,772,
KR6t0018,四分義極略私記,Sìfēn yì jílüè sījì,Maximally Abbreviated Private Records on the Doctrine of the Four Divisions,1050,1200,
KR6t0019,大乘法苑義林章師子吼鈔,Dàchéng fǎyuàn yìlín zhāng shīzǐhǒu chāo,The Lion's Roar Compendium on Kuījī's Mahāyāna Yì-lín Chapters,1776,1791,
KR6t0020,七十五法名目,Qīshíwǔ fǎ míngmù,The Names and Categories of the Seventy-Five Dharmas,1100,1728,
KR6t0021,有宗七十五法記,Yǒuzōng qīshíwǔ fǎ jì,Records on the Seventy-Five Dharmas of the [Sarvāstivāda] School of Existence,1728,1730,
KR6t0022,華嚴宗一乘開心論,Huāyánzōng yīchéng kāixīn lùn,The Kegon-School Treatise on Opening the Mind to the One Vehicle,900,1300,
KR6t0023,華嚴一乘義私記,Huāyán yīchéng yì sījì,Private Records on the Meaning of the Avataṃsaka One Vehicle,947,957,
KR6t0024,華嚴宗種性義抄,Huāyánzōng zhǒngxìng yì chāo,Kegon-School Compendium on the Doctrine of Gotra (Seed-Natures),1019,1019,
KR6t0025,華嚴論草,Huāyán lùn cǎo,Draft Notes on the Avataṃsaka Doctrinal Treatises,1189,1189,
KR6t0026,華嚴信種義,Huāyán xìnzhǒng yì,The Doctrine of the Seed of Faith in the Avataṃsaka,1221,1221,
KR6t0027,華嚴修禪觀照入解脱門義,Huāyán xiūchán guānzhào rù jiětuō mén yì,"The Doctrine of Entry into the Gate of Liberation through Avataṃsaka Meditation, Contemplation, and Illumination",1220,1220,
KR6t0028,華嚴佛光三昧觀祕寶藏,Huāyán fóguāng sānmèi guān mì bǎozàng,The Secret Treasure-Store of the Avataṃsaka Buddha-Light Samādhi Contemplation,1221,1221,
KR6t0029,華嚴宗香薫抄,Huāyánzōng xiāngxūn chāo,Kegon-School Compendium of Incense Fragrance,1276,1276,
KR6t0030,華嚴宗大要抄,Huāyánzōng dàyào chāo,Compendium of the Great Essentials of the Kegon School,1000,1300,
KR6t0031,華嚴宗要義,Huāyánzōng yàoyì,The Essential Meaning of the Kegon School,1314,1314,
KR6t0032,華嚴宗所立五教十宗大意略抄,Huāyánzōng suǒlì wǔjiào shízōng dàyì lüèchāo,Brief Compendium on the Kegon School's Established Five Teachings and Ten Schools,1000,1500,
KR6t0033,華嚴五教章指事,Huāyán wǔjiào zhāng zhǐshì,Indicating-Affairs Commentary on Fa-zang's Avataṃsaka Five-Teachings Treatise,790,820,
KR6t0034,華嚴五教章名目,Huāyán wǔjiào zhāng míngmù,Names and Categories of Fa-zang's Avataṃsaka Five-Teachings Treatise,1200,1250,
KR6t0035,五教章通路記,Wǔjiào zhāng tōnglù jì,Records of the Open Road through the Five-Teachings Treatise,1265,1321,
KR6t0036,華嚴五教章問答抄,Huāyán wǔjiào zhāng wèndá chāo,Question-and-Answer Compendium on Fa-zang's Avataṃsaka Five-Teachings Treatise,1313,1313,
KR6t0037,華嚴五教章深意鈔,Huāyán wǔjiào zhāng shēnyì chāo,Compendium on the Deep Meaning of Fa-zang's Avataṃsaka Five-Teachings Treatise,1300,1500,
KR6t0038,華嚴五教章見聞鈔,Huāyán wǔjiào zhāng jiànwén chāo,Seen-and-Heard Compendium on Fa-zang's Avataṃsaka Five-Teachings Treatise,1300,1500,
